1,_,是正品,真伪
1,_,白嫩,使用体验
1,_,不错,整体
2,颜色,明显,其他
2,_,不是我喜欢,整体
3,_,挺细腻的,使用体验
4,_,还行,整体
5,_,不错,整体
6,_,很细腻,使用体验
6,_,贴合肤色,使用体验
6,_,提亮了肌肤,功效
6,_,很好,整体
7,_,特别好用,整体
7,_,很喜欢,整体
8,_,好评,整体
9,_,还可以,整体
10,_,不错,整体
11,_,不错,整体
11,_,没有油腻,使用体验
11,_,很清爽,使用体验
11,_,水润,使用体验
11,_,很清爽,使用体验
11,_,水润,使用体验
12,包装,一般,包装
12,_,还行,整体
13,_,一般般,整体
14,_,不错,整体
15,物流速度,快,物流
15,包装,裂了,包装
15,_,很不爽,整体
16,_,好用,整体
17,发货速度,快,物流
18,_,很喜欢,整体
18,_,很好用,整体
19,_,很好,整体
19,_,不错,整体
19,_,喜欢,整体
20,_,自然,功效
20,_,不油腻,使用体验
21,_,挺好用的,整体
21,_,好评,整体
22,_,最合适,整体
22,_,比较干净,功效
23,_,很不错,整体
23,_,很贴肤,使用体验
23,_,细腻,使用体验
24,_,不错,整体
25,_,优惠,价格
26,_,很好用,整体
26,_,太贵了,价格
26,_,有点干,使用体验
27,_,真心不错,整体
28,_,较慢,其他
28,_,油腻,使用体验
28,_,一般,整体
29,_,很好用,整体
29,_,很温和,使用体验
30,_,还可以,整体
30,_,有些发白,功效
31,_,不错,整体
31,_,非常好,整体
32,卸妆,干净,功效
32,_,好评,整体
33,_,好用,整体
33,_,很自然,功效
34,_,很好,整体
34,_,不错,整体
34,_,快,物流
34,_,_,_
36,快递,很快,物流
37,速度,很快,物流
37,_,很划算,价格
38,包装,不错,包装
38,_,很水润,使用体验
39,物流,很快,物流
39,快递小哥服务,很好,物流
39,_,是真的,真伪
39,_,_,_
41,_,水水的,使用体验
41,_,很好用,整体
41,_,不紧绷了,使用体验
42,_,一般,整体
43,酒精味,重,气味
43,_,挺好用的,整体
44,_,很喜欢,整体
45,_,很好,整体
46,_,还可以,整体
47,味道,没有刺鼻,气味
47,_,非常不错,整体
47,_,很温和,使用体验
48,_,还行,整体
48,_,不错,整体
49,盒子,没有,包装
49,_,太垃圾了,整体
50,香味,淡淡的,气味
50,_,还不错,整体
51,_,不错,整体
52,_,好用,整体
52,_,显白,功效
52,_,不油腻,使用体验
53,价格,挺便宜的,价格
54,快递速度,快,物流
54,快递小哥,点赞,物流
54,_,不错,整体
55,_,很不错,整体
55,_,实惠,价格
56,_,很喜欢,整体
57,_,不怎么好用,整体
1830,_,不怎么好用,整体
58,_,大大,其他
59,_,会辣眼睛,使用体验
60,_,非常好,整体
60,_,很滑,使用体验
60,_,很嫩,使用体验
61,_,好,整体
62,_,不好用,整体
62,_,不适合,整体
63,_,特别合适,整体
63,活动,_,价格
64,_,很适合,整体
64,_,不错,整体
65,送货师傅,很给力,物流
65,_,不错,整体
66,物流,很快,物流
66,_,还可以,整体
67,_,没有这个好用,整体
68,物流,非常快,物流
68,包装,不错,包装
69,快递,给力,物流
70,_,还可以,整体
71,_,滋润,使用体验
71,_,挺好的,整体
71,保湿,_,功效
72,包装,很一般,包装
73,_,过敏,使用体验
73,_,长红色,包装
74,_,_,_
75,活动,非常划算,价格
75,_,真心不错,整体
75,_,温和,使用体验
76,_,很好用,整体
77,_,好评,整体
77,_,真的好,整体
78,价格,便宜,价格
78,性价比,高,价格
78,包装,不错,包装
78,_,还可以,整体
79,包装,很好,包装
79,快递,也快,物流
80,_,还不错,整体
80,补水效果,_,功效
81,_,很好用,整体
82,物流,很快,物流
82,_,不错,整体
83,_,还行,整体
84,_,还不错,整体
85,设计,很喜欢,包装
86,修复,很好,功效
86,_,很好用,整体
86,_,光光滑的,使用体验
86,_,超喜欢,整体
87,速度,很快,物流
87,_,水润润,使用体验
87,_,好评,整体
88,_,很温和,使用体验
88,_,很清爽,使用体验
88,_,不紧绷,使用体验
88,_,很划算,价格
89,_,非常好用,整体
90,_,不错,整体
91,_,挺好的,整体
91,_,不错的,整体
92,味道,不是很喜欢,气味
93,味道,特别好闻,气味
93,_,很好用,整体
93,_,很细腻,使用体验
94,价格,优惠,价格
94,_,满意,整体
95,_,挺好的,整体
96,精华液,挺多,成分
96,_,特别滑,使用体验
96,_,好评,整体
97,包装,精美,包装
97,价格,实惠,价格
98,快递,给力,物流
98,_,很不错,整体
98,小赠品,_,价格
99,补水效果,较好,功效
100,补水效果,特别好,功效
100,_,特别水润,使用体验
101,性价比,高,价格
101,_,还可以,整体
102,味道,淡淡的,气味
102,_,不油腻,使用体验
102,包装,_,包装
103,_,很喜欢,整体
103,_,水水的,使用体验
104,_,可以,整体
104,_,便宜,价格
104,_,实惠,价格
105,_,还可以,整体
105,_,太硬了,使用体验
106,_,好用,整体
106,_,超级好用,整体
106,活动,_,价格
107,_,很不错,整体
108,_,不错,整体
109,送货,快,物流
109,_,很好用,整体
110,_,还行,整体
110,味道,_,气味
111,性价比,很高,价格
111,_,还不错,整体
112,香味,浓郁,气味
112,遮瑕效果,非常好,功效
112,_,是正品,真伪
113,保湿效果,不错,功效
113,_,挺好用的,整体
114,_,非常好用,整体
115,_,很好用,整体
116,_,_,_
117,无流,很快,物流
117,_,挺好的,整体
118,价格,合适,价格
118,_,不贵,价格
119,性价比,最高,价格
119,物流,很快,物流
119,_,是正品,真伪
119,_,很好用,整体
120,_,挺好的,整体
120,_,不错,整体
121,_,挺好的,整体
122,味道,不好闻,气味
122,_,不好冲洗,使用体验
122,赠品,_,价格
123,_,可以,整体
124,_,很好用,整体
125,_,好用,整体
125,_,好用,整体
125,_,不贵,价格
126,_,不错,整体
126,_,好用,整体
127,送货速度,很快,物流
127,_,好用,整体
127,_,挺清爽的,使用体验
127,_,很方便,整体
127,_,优惠,价格
128,_,还可以,整体
129,_,_,_
130,发货,快,物流
130,盒子,很漂亮,包装
130,_,物美价廉,价格
131,活动,_,价格
132,_,不好,整体
133,快递,慢,物流
133,_,一般般,整体
134,物流,快,物流
135,赠品,没有,价格
135,价格,差不多,价格
136,_,好用,整体
136,_,超级好用,整体
136,_,不干了,使用体验
136,_,很舒服,使用体验
137,水份,多,使用体验
137,价格,便宜,价格
137,_,不紧,使用体验
138,_,超级补水,功效
138,_,超级划算,价格
138,_,五星好评,整体
139,_,一直用,整体
140,送货,快,物流
141,补水效果,很好,功效
141,_,很好用,整体
141,_,滋润,使用体验
141,_,服帖,使用体验
142,补水,特别好,功效
142,_,很喜欢,整体
143,_,挺实惠,价格
143,_,蛮好用,整体
143,_,很滋润,使用体验
144,物流,很快,物流
144,赠品,多,价格
144,_,很好用,整体
145,物流,杠杠的,物流
145,包装,不错,包装
146,_,特别轻薄,使用体验
146,_,透气,使用体验
146,_,补水,功效
147,_,还可以,整体
148,补水效果,特别好,功效
149,_,还可以,整体
149,吸收效果,_,使用体验
150,_,很好,整体
150,增白,_,功效
150,补水,_,功效
151,_,好评,整体
152,_,不是太喜欢,整体
153,配送员服务,超好,物流
153,_,超级不错,整体
153,_,细腻,使用体验
153,_,不起块,使用体验
153,_,点赞,整体
154,_,搓泥,使用体验
154,_,干,使用体验
155,送货,快,物流
155,_,经济实惠,价格
155,送货速度,_,物流
156,_,很好用,整体
157,_,_,_
158,遮暇力度,不够,功效
158,上妆,服帖,使用体验
158,性价比,超高,价格
158,_,不油腻,使用体验
158,_,喜欢,整体
159,_,是正品,真伪
160,_,不错,整体
160,_,非常滋润,使用体验
161,_,很好用,整体
161,_,很实惠,价格
162,物流,很快,物流
162,价格,实惠,价格
162,_,挺好,整体
163,_,挺好用的,整体
163,_,很温和,使用体验
163,_,很清爽,使用体验
163,_,不伤皮肤,使用体验
163,卸妆,_,功效
164,外包装,湿了,包装
164,_,十分不好,整体
164,快递,_,物流
165,物流速度,不错,物流
425,物流速度,不错,物流
166,_,挺好用的,整体
167,_,非常不错,整体
167,_,实惠,价格
168,_,挺好用的,整体
168,_,挺滋润的,使用体验
169,_,好评,整体
169,_,好用,整体
171,_,_,_
171,_,不怎么好用,整体
171,_,洗不干净,功效
171,_,便宜,价格
172,吸收,超级滋润,使用体验
172,活动,给力,价格
172,_,快,物流
173,包装,捡漏,包装
174,_,不错,整体
174,_,很好闻,气味
174,_,很好,整体
175,_,很好用,整体
176,遮瑕,不咋个,功效
176,_,有点点卡粉,使用体验
177,_,一如既往的好,整体
178,补水效果,挺好的,功效
178,_,挺满意的,整体
178,_,还不错,整体
178,_,有点紧绷,使用体验
179,_,物超所值,整体
179,_,超快,物流
180,成膜,挺快的,功效
180,_,容易推开,使用体验
180,_,不油腻,使用体验
180,_,挺不错,整体
181,_,很好,整体
181,_,不过敏,使用体验
181,_,很保湿,功效
181,_,不油腻,使用体验
182,_,还不错,整体
182,_,遮盖红血丝,功效
182,_,挺干的,使用体验
183,_,很好用,整体
183,_,是正品,真伪
184,_,不错的，我是赶上秒杀的时候买的，比较优惠,价格
185,_,没用,整体
185,_,不错,整体
185,_,可以,整体
186,物流速度,_,物流
187,保湿效果,很好,功效
188,_,特别好用,整体
188,_,赞,整体
189,_,很滋润,使用体验
189,_,不脱妆,使用体验
189,_,挺好用的,整体
190,价格,合适,价格
190,_,不错,整体
191,_,很不错,整体
192,_,很好用,整体
192,_,很舒服,使用体验
193,_,不错,整体
194,泡泡,不是很多,使用体验
194,气味,很好闻,气味
194,清香,淡淡的,气味
195,_,一般,整体
195,_,一般,整体
196,包装盒子,最扣的面膜商家，连包装盒子都没有,包装
197,_,还行,整体
198,_,还可以,整体
198,_,不紧绷,使用体验
199,物流,很快,物流
199,_,很满意,整体
199,_,还不错,整体
200,_,可以的，但是我是油性皮肤用起来有些油,使用体验
200,补水,_,功效
201,送货速度,快,物流
201,_,很不错,整体
201,_,很喜欢,整体
201,_,棒棒的,整体
202,_,很喜欢,整体
203,物流,挺快的,物流
203,_,挺好的,整体
203,_,好评,整体
204,_,还可以,整体
205,_,很好,整体
205,_,贴肤,使用体验
205,_,不卡粉,使用体验
206,盒子,很精美,包装
206,_,大大的,其他
207,香味,不重,气味
207,_,很喜欢,整体
207,_,很好用,整体
207,_,不刺激,使用体验
207,_,特别好,整体
208,味道,香香的,气味
208,_,挺好用的,整体
208,_,很滑,使用体验
208,_,很舒服,使用体验
208,_,好评,整体
209,速度,快,物流
210,活动,给力,价格
211,补水效果,特别好,功效
211,_,很喜欢,整体
212,泡沫,没有,使用体验
212,_,假的,真伪
213,_,不好,整体
214,_,不错,整体
214,_,满意,整体
215,_,非常好用,整体
215,_,很干净,功效
216,_,很好用,整体
216,_,不油腻,使用体验
217,快递,超级给力,物流
217,_,不错,整体
218,成分,安全,成分
218,活动,很惊喜,价格
218,_,很好用,整体
218,赠品,_,价格
219,包装,挺好看的,包装
219,快递小哥,_,物流
220,_,不错,整体
220,_,喜欢,整体
221,_,很便宜,价格
222,_,很好用,整体
223,_,好用,整体
224,_,闷闷的,整体
225,_,很好,整体
226,_,好好用,整体
226,_,很方便,整体
227,速度,飞快,物流
227,_,大爱,整体
228,_,光滑,使用体验
229,_,不过敏,使用体验
229,_,很好用,整体
230,物流,快,物流
230,_,真心不错,整体
230,_,喜欢,整体
231,物流,很快,物流
231,价格,越来越便宜,价格
231,_,很好,整体
232,_,物超所值,整体
232,_,好评,整体
233,_,好,整体
234,_,还好,整体
235,_,水润,使用体验
235,_,轻薄,使用体验
235,_,比较保湿,功效
236,_,挺好,整体
237,_,买贵了。现在有70的优惠卷 不是很开心,价格
237,_,贵,价格
237,优惠卷,_,价格
238,吸收,很好,使用体验
238,_,很喜欢,整体
239,_,不错,整体
240,补水,还可以,功效
240,精华液,很多,成分
240,_,不错,整体
241,_,便宜,价格
242,_,一般,整体
243,_,不错,整体
243,_,非常好用,整体
244,速度,快,物流
245,服务,很好,服务
245,性价比,高,价格
245,_,很不错,整体
246,_,还不错,整体
247,味道,闻着也很舒服,气味
247,_,很美白,功效
247,_,很舒服，很喜欢,气味
247,_,很喜欢，大爱,整体
248,_,挺好的,整体
248,_,滋润,使用体验
248,_,不油腻,使用体验
249,_,不错,整体
250,_,挺好用的,整体
250,_,很服帖,使用体验
250,_,自然,功效
251,_,过敏,使用体验
251,_,红点红斑，非常痛,使用体验
252,客服,_,服务
252,服务,_,服务
253,_,一般,整体
253,_,纯补水,功效
254,精华,好多,成分
254,_,挺好用的,整体
254,_,薄薄的,使用体验
254,_,很敷贴,使用体验
255,活动,不给力,价格
255,_,方便,其他
255,_,快捷,其他
255,_,不错,整体
256,_,好,整体
257,_,非常的好用,整体
258,_,好小,包装
259,_,摔坏了，心情十分感到失望,整体
260,_,特便宜,价格
261,_,好评,整体
261,_,好用,整体
262,_,物有所值,整体
263,_,不好,整体
264,_,还可以,整体
264,_,稍微去一点,功效
265,提亮肤色,有点暗淡,功效
265,_,还可以,整体
265,_,有点干,使用体验
266,_,好用,整体
266,_,便宜,价格
266,_,简单通透,使用体验
267,_,不错,整体
268,味道,很奇怪,气味
268,油漆味,辣眼睛,气味
268,防晒效果,_,功效
269,精华,好多,成分
269,_,很滋润,使用体验
269,_,特别喜欢,整体
269,_,喜欢,整体
270,_,好的很,整体
270,_,很喜欢,整体
270,_,很滋养,使用体验
270,_,美美哒,整体
271,物流,很快,物流
271,包装,完好,包装
271,服务,好,服务
272,价格,优惠,价格
272,_,不错,整体
272,活动,_,价格
272,补水效果,_,功效
273,香味,淡淡的,气味
273,_,挺好用的,整体
274,_,很好用,整体
275,_,超级差,整体
275,_,卡粉,使用体验
275,_,不遮瑕,功效
276,补水效果,很好,功效
276,_,很舒服,使用体验
277,_,稳和,使用体验
278,快递,很快,物流
278,服务,很好,服务
278,_,正品,真伪
278,_,实惠,价格
278,_,满意,整体
280,_,_,_
280,味道,清淡水,气味
280,泡沫,很细腻,使用体验
281,_,正品,真伪
281,_,特别省,使用体验
281,_,水水润润的,使用体验
282,活动,超级划算,价格
282,包装,好看,包装
283,_,长痘痘,使用体验
283,_,差,整体
284,_,还不错,整体
284,_,不卡粉,使用体验
284,_,挺好的,整体
284,_,有点小,尺寸
285,_,挺好用的,整体
286,_,挺好的,整体
287,物流,很快,物流
287,_,棒棒哒,整体
288,_,挺好用的,整体
289,_,真品,真伪
290,补水效果,很好,功效
291,_,很好用,整体
292,_,不错,整体
292,_,非常清爽,使用体验
292,_,舒服,使用体验
293,_,挺水润,使用体验
294,_,长很多痘,使用体验
295,_,很好用,整体
296,_,还可以,整体
297,赠品,最优惠,价格
298,物流,很快,物流
298,_,不错,整体
298,_,很服帖,使用体验
299,价格,小贵一些,价格
299,_,很棒的,整体
300,_,不干燥,使用体验
300,_,滑滑的,使用体验
301,外包装,_,包装
302,_,不错,整体
302,_,很舒服,使用体验
303,_,不错,整体
303,_,好评,整体
304,_,很喜欢,整体
304,小礼品,_,价格
305,_,比较实惠,价格
306,_,很好用,整体
307,_,不错,整体
308,快递,真快,物流
308,_,很满意,整体
309,_,太少了,其他
309,_,很少干干,其他
309,粉底,_,成分
310,_,不错,整体
310,_,很好用,整体
311,_,很香,气味
311,_,很白,功效
311,_,还可以,整体
312,_,不错,整体
313,_,有点小,整体
314,_,还不出错,整体
314,_,挺好,整体
314,_,算满意,整体
314,_,相当实惠,价格
315,_,很好,整体
315,_,漂亮,整体
316,精华,太少了,成分
316,_,差评,整体
316,_,太小,尺寸
317,上妆效果,还可以,功效
318,_,是正品,真伪
318,价格一样，还没有赠品,_,价格
319,保湿,不错,功效
319,价格,合适,价格
319,_,很好,整体
320,速度,超快的,物流
321,_,物美价廉,价格
322,包装,很好看,包装
323,补水效果,很好,功效
323,_,很薄的,使用体验
324,价格,太高,价格
325,保湿效果,很好,功效
326,_,很喜欢,整体
326,_,非常喜欢,整体
327,_,不错,整体
327,_,挺好用的,整体
328,_,不错,整体
329,_,真的不错,整体
330,_,很服帖,使用体验
330,_,超服帖,使用体验
331,_,很不错,整体
331,_,有点淡,气味
332,_,提亮肤色,功效
332,_,不油腻,使用体验
332,_,清新,使用体验
333,味道,好闻,气味
333,保湿效果,_,功效
334,速度,很快,物流
334,_,不错,整体
480,速度,很快,物流
480,_,不错,整体
1230,速度,很快,物流
1230,_,不错,整体
2145,速度,很快,物流
2145,_,不错,整体
335,_,很保湿,功效
335,_,有点油,使用体验
335,_,不提亮肤色,功效
336,物流,给了,物流
336,_,很好,整体
336,_,不错,整体
1529,物流,给了,物流
1529,_,很好,整体
1529,_,不错,整体
337,价钱一样。但是比~的速度,快,物流
338,_,有点干,使用体验
339,送货,很快,物流
339,_,不错,整体
340,_,很好,整体
340,_,很喜欢,整体
341,_,粉粉嫩嫩的,使用体验
341,_,非常滋润,使用体验
341,_,一点不干,使用体验
341,_,不油腻,使用体验
341,_,很自然,功效
342,泡沫,很多,使用体验
342,_,不干,使用体验
342,_,挺滋润的,使用体验
342,_,超级划算,价格
343,发货速度,快,物流
343,发货速度,快,物流
343,_,很实惠,价格
344,_,温和,使用体验
344,_,不紧绷,使用体验
345,包装颜值,超级高,包装
345,物流,超级快,物流
345,_,太满意,整体
346,补水,不错,功效
346,_,非常平价,价格
347,酒精味,_,气味
348,_,还可以,整体
348,_,还不错,整体
349,_,白白的,功效
349,_,会掉皮,使用体验
350,_,还不错,整体
351,_,没什么,整体
352,_,很不错,整体
353,_,还算可以,价格
354,持久性,可以,功效
354,_,涂厚,其他
354,_,有点黏黏,使用体验
354,持久情况,_,功效
355,味道,很好闻,气味
355,_,还好,整体
356,价格,实惠,价格
356,_,还不错,整体
356,_,挺好用的,整体
357,保湿效果,非常好,功效
358,_,不错,整体
359,_,很薄,使用体验
359,_,很水润,使用体验
359,_,不过敏,使用体验
360,_,可以,整体
360,_,不错,整体
360,_,很清爽,使用体验
360,_,不油腻,使用体验
361,味道,淡淡的,气味
361,_,不辣眼睛,使用体验
361,_,挺好用的,整体
362,_,还是油,使用体验
363,_,不错,整体
364,补水效果,非常好,功效
365,快递,很给力,物流
366,_,还可以,整体
367,片数,超多,其他
367,_,挺好的,整体
368,_,挺好用的,整体
369,_,不错,整体
369,_,货真价实,整体
370,_,挺好用的,整体
371,物流,快,物流
371,颜色,好,其他
371,_,物超所值,整体
371,_,正品,真伪
371,赠品,_,价格
372,包装,很好,包装
372,物流,很快,物流
372,_,不错,整体
372,_,物美价廉,价格
373,快递,真的好快,物流
374,_,非常好,整体
374,_,喜欢,整体
375,到货速度,快,物流
376,精华,挺多的,成分
376,_,很好,整体
376,_,挺薄的,使用体验
376,_,很舒服,使用体验
377,价格,实惠,价格
378,_,很保湿,功效
378,_,很棒,整体
379,提亮效果,还不错,功效
380,_,还好,整体
380,_,新鲜的,使用体验
380,日期,_,新鲜度
381,_,不错,整体
382,_,很好用,整体
382,_,赞,整体
383,_,比较自然,功效
384,味道,香香的,气味
384,快递,很给力,物流
384,_,超喜欢,整体
385,_,挺滋润的,使用体验
385,_,很服帖,使用体验
385,_,很滋润,使用体验
386,_,可以的,整体
386,_,很好用,整体
387,控油效果,没话说,功效
388,_,很喜欢,整体
388,_,好,整体
389,_,超级润,使用体验
389,_,喜欢,功效
390,_,太好用,整体
391,_,还好,整体
392,价格,实惠,价格
392,_,非常的好用,整体
392,_,轻薄,使用体验
392,_,不油腻,使用体验
392,_,非常容易上妆,功效
393,质地,滋润,使用体验
393,_,很自然,功效
393,_,保湿,功效
393,_,淡淡香味,气味
394,_,很好用,整体
394,_,很喜欢,整体
395,_,好干净,功效
395,_,不紧绷,使用体验
396,补水功能,强大,功效
396,_,跟绵,使用体验
397,保湿效果,确实不错,功效
398,_,醉了,整体
398,快递,_,物流
399,快递,很给力,物流
399,包装,很好,包装
400,_,很好用,整体
400,_,很喜欢,整体
401,_,挺好的,整体
401,_,好用,整体
402,_,非常舒服,使用体验
402,_,不会特别拔干,使用体验
403,_,好很好,整体
403,_,非常好,整体
403,_,非常好,整体
404,活动,很划算,价格
404,_,超级好用,整体
405,_,差,整体
406,_,好评,整体
407,补水效果,相当不错,功效
407,精华液,特别多,成分
407,_,喜欢,整体
408,_,不错,整体
409,_,物美价廉,价格
410,_,不错,整体
410,_,非常清爽,使用体验
410,_,不油腻,使用体验
411,物流,很快,物流
411,_,不错,整体
411,活动,_,价格
412,价格,很实惠,价格
412,_,还可以,整体
1659,价格,很实惠,价格
1659,_,还可以,整体
413,_,很划算,价格
413,_,非常实用,整体
414,_,非常喜欢,整体
414,_,正品,真伪
415,_,非常好用,整体
416,价格,实惠,价格
416,_,挺好的,整体
416,_,挺好用的,整体
417,_,是正品,真伪
417,_,正品，看着很不错,真伪
418,_,很不错,整体
418,_,方便,使用体验
419,_,很小罐,包装
420,补水效果,很好,功效
420,_,很喜欢,整体
421,_,非常不错,整体
422,_,非常适合,整体
422,_,均衡肤色,功效
423,精华,挺多的,成分
423,_,蛮好的,整体
424,味道,好闻,气味
424,_,挺好,整体
424,_,不错,整体
426,_,物美价廉,价格
426,_,便宜,价格
426,_,实惠,价格
427,酒精味,浓,使用体验
428,快递小哥服务,很不错,物流
429,_,挺喜欢,整体
429,_,好评,整体
430,物流,快,物流
430,_,比较清爽,使用体验
430,_,不油腻,使用体验
431,_,挺不错的,整体
432,物流,超级给力,物流
432,_,非常快,物流
432,_,非常不错,整体
433,_,还不错,整体
434,_,很好用,整体
435,_,很好用,整体
436,_,挺不错的,整体
437,_,很不错,整体
438,_,不油腻,使用体验
438,_,好评,整体
438,_,有点贵,价格
439,_,很好,整体
439,_,很香,气味
439,_,很喜欢,整体
439,_,很棒,整体
440,精华,挺充足的,成分
440,_,还可以,整体
441,_,很好用,整体
441,_,很干净,功效
441,_,不紧绷,使用体验
442,_,很好用,整体
443,_,超级大赞,整体
443,_,优惠,价格
443,_,超级划算,价格
444,味道,特别好闻,气味
444,_,非常好用,整体
444,_,细腻,使用体验
444,_,白皙,功效
445,_,很喜欢,整体
446,精华,很多,成分
446,_,非常好用,整体
446,_,超棒,整体
447,物流,很快额,物流
447,_,挺好的,整体
448,_,还可以,整体
448,_,挺好的,整体
449,_,喜欢,整体
449,_,五分好评,整体
450,_,还可以,整体
450,_,挺补水的,功效
451,_,不错,整体
451,_,很好用,整体
452,保质期,_,新鲜度
453,物流,很快,物流
453,_,显白,功效
453,_,有点干,使用体验
454,_,满心欢喜,整体
455,速度,快,物流
455,_,很好,整体
456,快递速度,很快,物流
456,_,不错,整体
457,隔离效果,好,功效
457,_,温和,使用体验
457,_,不刺激,使用体验
457,_,易卸,功效
458,物流,挺快的,物流
458,_,挺好的,整体
459,_,挺好用的,整体
459,赠品,_,价格
460,_,不错,整体
460,_,很好,整体
461,_,很喜欢,整体
462,_,不错,整体
463,_,不像正品,真伪
464,配送,蛮快的,物流
465,化学物质,太多,成分
465,_,刺痛,使用体验
465,_,过敏了,使用体验
466,香味,淡淡的,气味
466,配送人员服务态度,好,物流
466,_,还不错,整体
467,_,特别好用,整体
467,_,很喜欢,整体
468,_,柔和多泡,使用体验
468,_,保湿,功效
468,_,不干,使用体验
468,_,很喜欢,整体
469,_,挺好用的,整体
470,快递,杠杠滴,物流
471,_,是正品,真伪
471,_,特好用,整体
472,_,会刺痛,使用体验
473,_,还不错,整体
474,_,还不错,整体
474,_,很补水,功效
475,_,很划算,价格
476,_,太油了,使用体验
477,快递小哥,_,物流
478,赠品,_,价格
479,_,润润的,使用体验
479,_,易吸收,使用体验
479,_,很舒服,使用体验
479,香味,_,气味
